id,age,income,home,emp_length,intent,amount,rate,status,percent_income,default,cred_length,age_group
3592,24,65000,Rent,0,Education,3600,10.59,0,0.06,N,2,20-24
3593,25,67000,Rent,2,Venture,3600,9.99,0,0.05,N,4,25-29
3594,25,51850,Rent,2,Medical,3600,13.99,1,0.06,N,2,25-29
3595,25,37560,Own,4,Homeimprovement,5000,10.99,0,0.13,N,3,25-29
3596,26,72000,Rent,2,Venture,3600,10.74,0,0.05,N,4,25-29
3597,25,37596,Mortgage,3,Personal,12000,11.99,0,0.32,N,4,25-29
3598,26,75000,Rent,0,Homeimprovement,3600,8.94,0,0.05,N,4,25-29
3599,22,80000,Rent,5,Debtconsolidation,3600,12.69,0,0.04,N,3,20-24
3600,23,37700,Mortgage,4,Education,8000,15.62,0,0.21,Y,3,20-24
3601,26,84996,Rent,4,Education,3600,11.99,0,0.04,N,2,25-29
3602,23,31785,Mortgage,7,Medical,6000,14.96,1,0.19,N,2,20-24
3603,22,37800,Mortgage,7,Education,7200,10.99,0,0.19,N,2,20-24
3604,22,93000,Rent,1,Homeimprovement,3600,16.77,1,0.04,Y,3,20-24
3605,23,110000,Rent,0,Personal,3600,10.99,0,0.03,N,3,20-24
3606,25,31800,Other,1,Homeimprovement,10000,12.53,1,0.31,N,3,25-29
3607,25,19800,Rent,9,Medical,3625,16.29,1,0.18,N,2,25-29
3608,26,37820,Mortgage,3,Homeimprovement,6300,10.99,0,0.17,N,4,25-29
3609,26,24000,Rent,1,Homeimprovement,3625,11.11,1,0.15,N,4,25-29
3610,25,52000,Rent,0,Homeimprovement,3625,6.54,0,0.07,N,3,25-29
3611,23,52000,Rent,2,Personal,3625,10.59,1,0.07,N,2,20-24
3612,25,37980,Mortgage,7,Personal,3500,6.03,0,0.09,N,2,25-29
3613,24,17496,Rent,4,Education,3700,14.22,1,0.21,N,4,20-24
3614,26,38000,Mortgage,1,Homeimprovement,8875,7.51,0,0.23,N,2,25-29
3615,23,38000,Mortgage,5,Venture,4000,12.42,0,0.11,N,3,20-24
3616,21,27996,Rent,5,Education,3700,8.0,0,0.13,N,3,20-24
3617,23,36000,Rent,4,Debtconsolidation,3700,9.25,0,0.1,N,2,20-24
3618,24,48000,Rent,4,Medical,3700,6.99,0,0.08,N,4,20-24
3619,23,38000,Mortgage,5,Personal,5400,7.9,0,0.14,N,3,20-24
3620,22,60000,Rent,0,Education,3700,10.37,0,0.06,N,4,20-24
3621,23,75000,Rent,2,Debtconsolidation,3700,6.03,0,0.05,N,2,20-24
3622,23,38000,Mortgage,5,Education,8000,12.69,0,0.21,N,3,20-24
3623,23,33000,Rent,0,Debtconsolidation,3725,6.54,0,0.11,N,2,20-24
3624,23,120000,Rent,3,Venture,3725,8.49,0,0.03,N,2,20-24
3625,23,21000,Rent,3,Debtconsolidation,3750,15.65,1,0.18,N,2,20-24
3626,21,38000,Mortgage,5,Education,7000,13.49,0,0.18,Y,3,20-24
3627,22,38000,Mortgage,3,Debtconsolidation,6000,7.51,0,0.16,N,4,20-24
3628,22,27804,Rent,2,Medical,3750,13.85,0,0.13,Y,4,20-24
3629,24,38000,Own,2,Education,9600,10.99,0,0.25,N,2,20-24
3630,25,38000,Mortgage,9,Homeimprovement,5400,8.9,0,0.14,N,2,25-29
3631,22,38000,Mortgage,4,Medical,18000,8.9,0,0.47,N,2,20-24
3632,22,11000,Rent,3,Homeimprovement,3800,8.88,1,0.35,N,4,20-24
3633,25,19200,Rent,0,Debtconsolidation,3800,14.35,1,0.2,Y,4,25-29
3634,21,25000,Rent,0,Debtconsolidation,3800,8.59,0,0.15,N,2,20-24
3635,26,38000,Mortgage,1,Homeimprovement,4000,10.99,0,0.11,N,3,25-29
3636,23,26400,Rent,7,Debtconsolidation,3800,7.9,0,0.14,N,4,20-24
3637,25,30004,Rent,3,Debtconsolidation,3800,14.84,1,0.13,N,2,25-29
3638,22,34000,Rent,4,Medical,3800,18.25,1,0.11,Y,4,20-24
3639,22,43000,Rent,4,Education,3800,6.99,0,0.09,N,4,20-24
3640,26,47000,Rent,8,Personal,3800,13.49,0,0.08,N,3,25-29
3641,23,55000,Rent,1,Medical,3800,6.76,0,0.07,N,4,20-24
3642,26,38000,Mortgage,5,Homeimprovement,5000,10.99,0,0.13,N,2,25-29
3643,23,69000,Rent,4,Education,3800,15.28,1,0.06,Y,3,20-24
3644,23,108000,Rent,1,Medical,3800,14.26,0,0.04,Y,4,20-24
3645,24,14400,Rent,4,Medical,3825,10.99,1,0.27,N,2,20-24
3646,26,26000,Rent,2,Debtconsolidation,3825,14.27,0,0.15,N,4,25-29
3647,22,38000,Mortgage,6,Debtconsolidation,8500,5.42,0,0.22,N,2,20-24
3648,23,32000,Mortgage,4,Education,1000,10.59,1,0.03,N,2,20-24
3649,22,28500,Rent,3,Venture,3825,15.96,1,0.13,N,3,20-24
3650,22,38000,Mortgage,2,Medical,8000,9.99,0,0.21,N,3,20-24
3651,24,40000,Rent,1,Venture,3825,10.0,0,0.1,N,4,20-24
3652,25,38000,Mortgage,9,Homeimprovement,9000,6.99,0,0.24,N,4,25-29
3653,23,38000,Own,2,Venture,5000,12.99,0,0.13,N,4,20-24
3654,24,32000,Rent,2,Education,3850,12.68,0,0.12,Y,4,20-24
3655,22,38000,Mortgage,6,Education,4500,5.79,0,0.12,N,2,20-24
3656,23,48500,Rent,5,Debtconsolidation,3850,8.49,0,0.08,N,4,20-24
3657,24,38000,Mortgage,8,Personal,5000,10.0,0,0.13,N,3,20-24
3658,22,26000,Rent,2,Medical,3900,7.51,0,0.15,N,3,20-24
3659,25,38000,Mortgage,4,Personal,6000,5.42,0,0.16,N,2,25-29
3660,24,40000,Rent,1,Education,3900,12.23,0,0.1,Y,3,20-24
3661,25,44500,Rent,0,Venture,3900,10.99,0,0.09,N,2,25-29
3662,23,38000,Own,0,Venture,17500,11.11,0,0.46,N,4,20-24
3663,22,45000,Rent,1,Education,3950,6.92,0,0.09,N,4,20-24
3664,22,12000,Rent,1,Venture,4000,9.76,1,0.33,N,3,20-24
3665,22,12600,Rent,2,Personal,4000,10.37,1,0.32,N,4,20-24
3666,22,38000,Mortgage,5,Education,4200,9.25,0,0.11,N,2,20-24
3667,25,32000,Mortgage,4,Debtconsolidation,8000,10.36,1,0.25,N,2,25-29
3668,24,13000,Rent,4,Personal,4000,9.88,1,0.31,N,2,20-24
3669,22,38000,Mortgage,5,Education,4800,9.99,0,0.13,N,3,20-24
3670,25,13000,Rent,2,Personal,4000,15.65,1,0.31,Y,3,25-29
3671,24,13200,Rent,6,Venture,4000,15.65,1,0.3,Y,3,20-24
3672,24,13200,Rent,1,Education,4000,5.79,1,0.3,N,3,20-24
3673,21,13200,Rent,2,Homeimprovement,4000,6.39,1,0.3,N,3,20-24
3674,26,14000,Rent,2,Venture,4000,10.99,1,0.29,N,3,25-29
3675,22,14400,Rent,4,Homeimprovement,4000,7.29,1,0.28,N,4,20-24
3676,22,38000,Mortgage,6,Medical,4000,6.76,0,0.11,N,2,20-24
3677,24,38000,Mortgage,4,Homeimprovement,8000,7.14,0,0.21,N,3,20-24
3678,23,14400,Rent,0,Venture,4000,10.74,1,0.28,N,3,20-24
3679,21,38000,Own,5,Education,14000,11.12,0,0.37,N,3,20-24
3680,24,38000,Own,0,Venture,8500,13.11,0,0.22,N,2,20-24
3681,22,14400,Rent,0,Venture,4000,14.61,1,0.28,N,2,20-24
3682,22,14400,Rent,0,Debtconsolidation,4000,10.91,1,0.28,Y,2,20-24
3683,25,38000,Mortgage,3,Medical,1500,10.62,0,0.04,N,3,25-29
3684,22,15000,Rent,3,Education,4000,10.08,1,0.27,N,2,20-24
3685,26,32000,Mortgage,10,Medical,15000,15.33,1,0.47,N,3,25-29
3686,24,15600,Rent,3,Medical,4000,16.32,1,0.26,N,2,20-24
3687,22,15708,Rent,4,Homeimprovement,4000,11.12,1,0.25,N,3,20-24
3688,22,15996,Rent,3,Education,4000,13.35,1,0.25,Y,2,20-24
3689,22,16800,Rent,2,Debtconsolidation,4000,14.27,1,0.24,N,4,20-24
3690,22,16800,Rent,2,Personal,4000,10.25,1,0.24,N,4,20-24
3691,21,17500,Rent,0,Debtconsolidation,4000,13.22,1,0.23,Y,4,20-24
3692,24,38000,Mortgage,3,Homeimprovement,16000,10.99,0,0.42,N,3,20-24
3693,22,18000,Rent,6,Medical,4000,11.49,1,0.22,N,4,20-24
3694,24,18000,Rent,0,Debtconsolidation,4000,10.99,1,0.22,N,3,20-24
3695,23,18000,Rent,5,Personal,4000,10.99,1,0.22,N,2,20-24
3696,24,18000,Rent,2,Education,4000,12.87,1,0.22,Y,4,20-24
3697,25,18000,Rent,0,Debtconsolidation,4000,13.22,1,0.22,Y,4,25-29
3698,22,18000,Rent,1,Education,4000,10.91,1,0.22,Y,4,20-24
3699,23,18720,Rent,2,Education,4000,15.62,1,0.21,N,4,20-24
3700,21,19000,Rent,3,Education,4000,14.35,1,0.21,Y,3,20-24
3701,25,19200,Rent,6,Education,4000,19.03,1,0.21,Y,4,25-29
3702,21,38000,Own,1,Medical,5000,8.94,0,0.13,N,2,20-24
3703,24,19200,Rent,1,Medical,4000,14.35,1,0.21,Y,4,20-24
3704,22,38000,Mortgage,5,Debtconsolidation,10000,12.21,0,0.26,N,3,20-24
3705,25,19200,Rent,5,Debtconsolidation,4000,10.99,1,0.21,N,3,25-29
3706,22,38000,Mortgage,4,Venture,4000,14.42,0,0.11,Y,2,20-24
3707,22,19200,Rent,0,Venture,4000,10.25,1,0.21,N,3,20-24
3708,25,19404,Rent,0,Debtconsolidation,4000,8.63,1,0.21,N,3,25-29
3709,22,38000,Mortgage,4,Medical,1950,7.37,0,0.05,N,3,20-24
3710,25,38000,Mortgage,1,Venture,18800,10.99,0,0.49,N,3,25-29
3711,25,20000,Rent,2,Venture,4000,7.29,0,0.2,N,3,25-29
3712,23,20000,Rent,6,Personal,4000,12.23,0,0.2,Y,2,20-24
3713,22,20000,Rent,1,Education,4000,11.89,0,0.2,N,3,20-24
3714,26,20000,Rent,0,Personal,4000,13.79,0,0.2,Y,4,25-29
3715,22,20000,Rent,2,Education,4000,9.45,0,0.2,N,4,20-24
3716,26,20004,Rent,2,Debtconsolidation,4000,12.18,0,0.2,N,4,25-29
3717,23,20400,Rent,3,Debtconsolidation,4000,8.94,0,0.2,N,4,20-24
3718,24,21000,Rent,0,Education,4000,13.43,0,0.19,N,2,20-24
3719,21,21000,Rent,2,Debtconsolidation,4000,11.86,0,0.19,N,2,20-24
3720,26,21000,Rent,0,Medical,4000,11.36,0,0.19,N,2,25-29
3721,26,38004,Mortgage,3,Venture,10000,13.35,0,0.26,N,2,25-29
3722,24,22000,Rent,0,Personal,4000,11.36,1,0.18,N,3,20-24
3723,24,22000,Rent,3,Medical,4000,13.92,0,0.18,N,3,20-24
3724,25,23400,Rent,3,Medical,4000,12.42,0,0.17,N,3,25-29
3725,25,23920,Rent,0,Medical,4000,14.35,0,0.17,N,2,25-29
3726,25,24000,Rent,4,Personal,4000,11.71,0,0.17,N,3,25-29
3727,21,24000,Rent,2,Medical,4000,14.84,1,0.17,Y,2,20-24
3728,23,24000,Rent,2,Debtconsolidation,4000,10.99,0,0.17,N,4,20-24
3729,25,38014,Mortgage,4,Homeimprovement,10000,8.49,0,0.26,N,3,25-29
3730,24,24000,Rent,2,Venture,4000,8.59,0,0.17,N,3,20-24
3731,24,24000,Rent,0,Venture,4000,12.21,0,0.17,N,2,20-24
3732,26,38100,Mortgage,6,Venture,3900,7.9,0,0.1,N,3,25-29
3733,23,24000,Rent,4,Medical,4000,11.66,0,0.17,N,4,20-24
3734,22,38117,Mortgage,0,Personal,13500,11.83,0,0.35,N,4,20-24
3735,25,24000,Rent,2,Venture,4000,7.75,0,0.17,N,3,25-29
3736,23,38160,Mortgage,5,Medical,12000,10.38,0,0.31,N,4,20-24
3737,24,24996,Rent,0,Personal,4000,9.45,0,0.16,N,3,20-24
3738,22,25000,Rent,2,Venture,4000,12.69,0,0.16,N,3,20-24
3739,23,25000,Rent,4,Venture,4000,11.71,0,0.16,N,4,20-24
3740,22,25000,Rent,0,Debtconsolidation,4000,10.36,0,0.16,N,2,20-24
3741,21,25200,Rent,1,Personal,4000,8.49,0,0.16,N,4,20-24
3742,22,32213,Mortgage,3,Medical,8000,13.47,1,0.25,Y,4,20-24
3743,22,25200,Rent,1,Medical,4000,10.99,0,0.16,N,2,20-24
3744,25,25200,Rent,4,Education,4000,10.25,0,0.16,N,2,25-29
3745,26,38244,Mortgage,6,Debtconsolidation,18000,9.63,0,0.47,N,3,25-29
3746,22,25440,Rent,6,Education,4000,5.42,0,0.16,N,4,20-24
3747,24,38268,Mortgage,4,Personal,6000,9.88,0,0.16,N,4,20-24
3748,23,26000,Rent,1,Education,4000,10.99,0,0.15,N,4,20-24
3749,23,26000,Rent,0,Personal,4000,6.76,0,0.15,N,3,20-24
3750,23,26000,Rent,1,Personal,4000,12.87,1,0.15,Y,3,20-24
3751,26,38376,Mortgage,3,Education,14500,7.88,0,0.38,N,3,25-29
3752,26,26400,Rent,0,Education,4000,7.9,0,0.15,N,2,25-29
3753,24,26400,Rent,3,Debtconsolidation,4000,10.99,1,0.15,N,3,20-24
3754,23,26400,Rent,8,Education,4000,14.17,1,0.15,N,2,20-24
3755,24,26400,Rent,4,Medical,4000,13.72,0,0.15,N,2,20-24
3756,22,27000,Rent,0,Personal,4000,5.79,0,0.15,N,2,20-24
3757,24,27000,Rent,8,Medical,4000,10.75,0,0.15,N,4,20-24
3758,23,38400,Mortgage,6,Education,8000,6.62,0,0.21,N,4,20-24
3759,22,27000,Rent,6,Education,4000,7.14,0,0.15,N,2,20-24
3760,21,27000,Rent,5,Medical,4000,15.58,1,0.15,Y,2,20-24
3761,23,27040,Rent,2,Venture,4000,12.29,0,0.15,Y,4,20-24
3762,22,27600,Rent,3,Medical,4000,5.42,0,0.14,N,4,20-24
3763,25,38400,Own,9,Education,1000,6.62,0,0.03,N,2,25-29
3764,25,27993,Rent,2,Medical,4000,12.99,0,0.14,N,2,25-29
3765,23,28000,Rent,0,Education,4000,8.9,0,0.14,N,4,20-24
3766,21,28000,Rent,2,Education,4000,15.23,0,0.14,N,2,20-24
3767,25,28000,Rent,6,Venture,4000,6.39,0,0.14,N,3,25-29
3768,24,28000,Rent,8,Medical,4000,10.99,0,0.14,N,2,20-24
3769,23,38400,Mortgage,7,Venture,2000,10.99,0,0.05,N,2,20-24
3770,25,28008,Rent,5,Medical,4000,10.0,0,0.14,N,2,25-29
3771,24,28704,Rent,3,Debtconsolidation,4000,9.63,0,0.14,N,3,20-24
3772,22,38400,Own,5,Education,10000,13.99,0,0.26,N,2,20-24
3773,23,28800,Rent,0,Education,4000,5.42,0,0.14,N,2,20-24
3774,22,28800,Rent,2,Debtconsolidation,4000,13.48,0,0.14,N,2,20-24
3775,26,38400,Own,2,Education,5550,9.99,0,0.14,N,2,25-29
3776,24,29000,Rent,0,Venture,4000,9.45,0,0.14,N,3,20-24
3777,24,38400,Mortgage,7,Medical,15000,15.23,0,0.39,N,2,20-24
3778,22,38400,Mortgage,4,Education,5000,11.49,0,0.13,N,2,20-24
3779,26,38400,Own,1,Personal,15500,11.99,0,0.4,N,3,25-29
3780,21,38400,Mortgage,0,Education,4200,10.99,0,0.11,N,2,20-24
3781,23,29700,Rent,2,Venture,4000,10.74,0,0.13,N,4,20-24
3782,22,30000,Rent,3,Education,4000,7.9,0,0.13,N,3,20-24
3783,24,30000,Rent,2,Venture,4000,5.99,0,0.13,N,2,20-24
3784,24,30000,Rent,1,Venture,4000,7.49,0,0.13,N,4,20-24
3785,24,38400,Mortgage,8,Homeimprovement,10000,10.99,0,0.26,N,2,20-24
3786,25,30000,Rent,6,Education,4000,16.49,0,0.13,Y,3,25-29
3787,25,38400,Own,4,Venture,12500,13.06,0,0.33,Y,2,25-29
3788,25,30000,Rent,4,Education,4000,13.49,0,0.13,Y,4,25-29
3789,22,30000,Rent,3,Personal,4000,11.49,0,0.13,N,3,20-24
3790,22,38400,Mortgage,4,Debtconsolidation,10000,5.42,0,0.26,N,2,20-24
3791,23,38400,Own,5,Education,7675,10.0,0,0.2,N,4,20-24
3792,22,30000,Rent,1,Education,4000,10.99,0,0.13,N,3,20-24
3793,25,38400,Mortgage,2,Debtconsolidation,10000,7.29,0,0.26,N,2,25-29
3794,23,38400,Mortgage,7,Venture,5000,10.37,0,0.13,N,4,20-24
3795,23,30000,Rent,0,Debtconsolidation,4000,10.36,0,0.13,N,3,20-24
3796,23,30000,Rent,0,Medical,4000,10.36,0,0.13,N,4,20-24
3797,23,38400,Mortgage,0,Personal,5000,9.25,0,0.13,N,3,20-24
3798,26,30000,Rent,4,Venture,4000,10.75,0,0.13,N,3,25-29
3799,22,30000,Rent,0,Venture,4000,15.21,1,0.13,N,2,20-24
3800,22,38400,Mortgage,4,Personal,1000,5.79,0,0.03,N,2,20-24
3801,25,38400,Mortgage,5,Medical,5700,6.17,0,0.15,N,2,25-29
3802,26,32400,Mortgage,10,Medical,10000,10.99,1,0.31,Y,4,25-29
3803,22,30000,Rent,1,Personal,4000,10.99,0,0.13,N,4,20-24
3804,26,38400,Mortgage,5,Debtconsolidation,6000,7.51,0,0.16,N,3,25-29
3805,26,30000,Rent,1,Personal,4000,11.83,1,0.13,N,4,25-29
3806,25,30000,Rent,6,Education,4000,9.76,0,0.13,N,3,25-29
3807,24,30000,Rent,1,Education,4000,11.34,0,0.13,N,3,20-24
3808,25,30900,Rent,1,Venture,4000,12.61,1,0.13,N,3,25-29
3809,24,38400,Mortgage,7,Education,10000,14.72,0,0.26,N,2,20-24
3810,26,31104,Rent,1,Debtconsolidation,4000,9.99,0,0.13,N,3,25-29
3811,24,31200,Rent,3,Debtconsolidation,4000,12.42,0,0.13,N,4,20-24
3812,25,38400,Mortgage,9,Venture,12000,10.38,0,0.31,N,3,25-29
3813,22,38400,Own,6,Personal,10000,14.72,0,0.26,N,3,20-24
3814,22,38400,Mortgage,6,Personal,8500,7.14,0,0.22,N,3,20-24
3815,23,31200,Rent,2,Debtconsolidation,4000,8.59,0,0.13,N,3,20-24
3816,24,31609,Rent,4,Medical,4000,13.92,0,0.13,Y,4,20-24
3817,26,38400,Mortgage,4,Education,10000,13.98,0,0.26,N,4,25-29
3818,21,32400,Mortgage,3,Personal,1750,13.61,1,0.05,Y,4,20-24
3819,22,32000,Rent,0,Venture,4000,5.42,0,0.13,N,4,20-24
3820,23,38400,Mortgage,5,Education,10000,7.14,0,0.26,N,3,20-24
3821,25,32000,Rent,1,Medical,4000,11.49,0,0.13,N,4,25-29
3822,24,32000,Rent,2,Homeimprovement,4000,17.93,1,0.13,N,3,20-24
3823,23,32000,Rent,0,Personal,4000,7.68,0,0.13,N,4,20-24
3824,26,32400,Rent,9,Medical,4000,14.27,0,0.12,N,2,25-29
3825,25,32400,Rent,6,Medical,4000,10.08,0,0.12,N,2,25-29
3826,24,32500,Rent,5,Medical,4000,16.29,0,0.12,Y,3,20-24
3827,23,32535,Rent,6,Personal,4000,10.99,0,0.12,N,2,20-24
3828,24,38400,Other,0,Venture,8000,16.0,0,0.21,Y,2,20-24
3829,23,38400,Own,7,Personal,6000,13.24,0,0.16,Y,3,20-24
3830,25,32640,Rent,4,Debtconsolidation,4000,12.73,0,0.12,Y,4,25-29
3831,21,38400,Own,0,Venture,12200,10.99,0,0.32,N,2,20-24
3832,23,32993,Rent,6,Medical,4000,11.71,1,0.12,N,4,20-24
3833,22,38423,Mortgage,6,Education,2000,8.49,0,0.05,N,3,20-24
3834,24,38450,Mortgage,6,Personal,5500,7.49,0,0.14,N,4,20-24
3835,22,32484,Mortgage,6,Homeimprovement,6250,7.51,1,0.19,N,4,20-24
3836,23,38492,Mortgage,7,Medical,6500,10.99,0,0.17,N,4,20-24
3837,25,38496,Mortgage,7,Education,8000,6.03,0,0.21,N,4,25-29
3838,26,32496,Mortgage,8,Debtconsolidation,4200,16.02,1,0.13,N,3,25-29
3839,22,33000,Rent,5,Debtconsolidation,4000,7.88,0,0.12,N,4,20-24
3840,23,33000,Rent,3,Debtconsolidation,4000,10.96,0,0.12,N,4,20-24
3841,26,33227,Rent,2,Education,4000,9.88,0,0.12,N,3,25-29
3842,21,38500,Mortgage,5,Personal,6500,7.51,0,0.17,N,3,20-24
3843,23,34000,Rent,4,Medical,4000,12.69,0,0.12,N,2,20-24
3844,24,38500,Mortgage,5,Personal,2500,10.99,0,0.06,N,4,20-24
3845,23,38500,Mortgage,2,Debtconsolidation,3000,10.99,0,0.08,N,2,20-24
3846,25,34200,Rent,1,Education,4000,10.99,0,0.12,N,2,25-29
3847,23,34500,Rent,3,Debtconsolidation,4000,11.49,0,0.12,N,4,20-24
3848,22,38628,Mortgage,6,Debtconsolidation,4800,9.99,0,0.12,N,4,20-24
3849,22,34800,Rent,4,Debtconsolidation,4000,10.74,0,0.11,N,3,20-24
3850,22,32644,Mortgage,6,Venture,13750,16.45,1,0.42,Y,4,20-24
3851,20,32652,Mortgage,0,Personal,6000,14.61,1,0.18,N,4,20-24
3852,23,38667,Mortgage,2,Medical,4800,11.91,0,0.12,N,4,20-24
3853,25,35000,Rent,4,Venture,4000,16.29,0,0.11,Y,2,25-29
3854,25,29000,Rent,1,Homeimprovement,4000,14.54,1,0.14,Y,3,25-29
3855,21,29000,Rent,0,Education,4000,14.83,1,0.14,N,4,20-24
3856,25,35000,Rent,4,Education,4000,7.51,0,0.11,N,3,25-29
3857,25,38880,Mortgage,1,Personal,9500,7.51,0,0.24,N,4,25-29
3858,22,29000,Rent,5,Education,4000,15.33,1,0.14,Y,4,20-24
3859,24,29000,Rent,1,Medical,4000,9.96,1,0.14,N,3,20-24
3860,26,38904,Mortgage,1,Homeimprovement,10000,12.21,0,0.26,N,2,25-29
3861,25,35500,Rent,5,Medical,4000,10.99,0,0.11,N,3,25-29
3862,24,39000,Mortgage,8,Venture,1200,10.99,0,0.03,N,2,20-24
3863,26,30000,Rent,3,Medical,4000,14.27,1,0.13,Y,2,25-29
3864,22,36000,Rent,0,Medical,4000,5.42,0,0.11,N,3,20-24
3865,22,36000,Rent,6,Venture,4000,10.99,0,0.11,N,4,20-24
3866,22,36000,Rent,3,Education,4000,5.42,0,0.11,N,2,20-24
3867,25,36000,Rent,2,Personal,4000,13.61,0,0.11,Y,3,25-29
3868,22,30000,Rent,1,Education,4000,14.96,1,0.13,Y,2,20-24
3869,24,36000,Rent,0,Debtconsolidation,4000,7.4,0,0.11,N,4,20-24
3870,22,36000,Rent,0,Personal,4000,8.94,0,0.11,N,4,20-24
3871,26,36000,Rent,0,Personal,4000,10.14,0,0.11,N,2,25-29
3872,23,36300,Rent,0,Venture,4000,7.68,0,0.11,N,2,20-24
3873,22,37000,Rent,2,Education,4000,10.95,0,0.11,N,2,20-24
3874,21,37000,Rent,0,Personal,4000,10.08,0,0.11,N,3,20-24
3875,21,37200,Rent,5,Medical,4000,13.49,0,0.11,Y,4,20-24
3876,23,38000,Rent,3,Medical,4000,14.26,0,0.11,N,4,20-24
3877,22,39000,Mortgage,4,Personal,3250,10.99,0,0.08,N,2,20-24
3878,25,39000,Mortgage,9,Homeimprovement,3000,13.99,0,0.08,Y,3,25-29
3879,22,38400,Rent,5,Education,4000,10.59,0,0.1,N,3,20-24
3880,23,38400,Rent,7,Personal,4000,10.59,0,0.1,N,2,20-24
3881,22,38400,Rent,4,Education,4000,12.99,0,0.1,N,2,20-24
3882,21,39000,Mortgage,5,Education,1000,7.49,0,0.03,N,3,20-24
3883,24,38400,Rent,4,Debtconsolidation,4000,7.29,0,0.1,N,3,20-24
3884,22,32400,Rent,4,Venture,4000,10.99,1,0.12,Y,2,20-24
3885,25,38400,Rent,2,Education,4000,12.53,0,0.1,N,4,25-29
3886,23,38850,Rent,0,Education,4000,12.72,0,0.1,Y,2,20-24
3887,25,39000,Rent,4,Medical,4000,7.88,0,0.1,N,4,25-29
3888,24,39000,Rent,3,Medical,4000,14.61,0,0.1,Y,4,20-24
3889,24,39000,Mortgage,3,Homeimprovement,5600,5.42,0,0.14,N,4,20-24
3890,23,39000,Mortgage,3,Education,5000,12.98,0,0.13,N,4,20-24
3891,26,39000,Mortgage,10,Venture,9500,6.91,0,0.24,N,3,25-29
3892,25,39000,Mortgage,9,Medical,4500,6.54,0,0.12,N,4,25-29
3893,26,33000,Mortgage,0,Homeimprovement,9000,13.72,1,0.27,N,2,25-29
3894,25,39000,Mortgage,6,Debtconsolidation,6000,7.51,0,0.15,N,2,25-29
3895,22,40000,Rent,1,Education,4000,12.69,0,0.1,N,3,20-24
3896,23,40000,Rent,3,Education,4000,13.8,0,0.1,Y,3,20-24
3897,24,40000,Rent,3,Debtconsolidation,4000,5.42,0,0.1,N,2,20-24
3898,25,34000,Rent,4,Homeimprovement,4000,10.99,1,0.12,N,2,25-29
3899,23,39000,Mortgage,8,Education,10000,7.51,0,0.26,N,2,20-24
3900,22,39000,Mortgage,6,Personal,10750,10.99,0,0.28,N,3,20-24
3901,21,33000,Mortgage,2,Homeimprovement,3250,7.14,1,0.1,N,3,20-24
3902,22,40000,Rent,2,Education,4000,10.99,0,0.1,N,2,20-24
3903,21,40000,Rent,3,Education,4000,7.51,0,0.1,N,2,20-24
3904,22,40000,Rent,2,Personal,4000,11.49,0,0.1,N,4,20-24
3905,22,40000,Rent,0,Personal,4000,7.43,0,0.1,N,4,20-24
3906,26,40200,Rent,1,Education,4000,6.76,0,0.1,N,4,25-29
3907,23,35000,Rent,2,Homeimprovement,4000,12.18,1,0.11,N,4,20-24
3908,23,39000,Mortgage,0,Venture,3000,12.53,0,0.08,Y,4,20-24
3909,23,41004,Rent,1,Medical,4000,7.68,0,0.1,N,4,20-24
3910,24,41160,Rent,2,Medical,4000,10.99,0,0.1,N,4,20-24
3911,24,35200,Rent,1,Medical,4000,16.0,1,0.11,Y,3,20-24
3912,21,42000,Rent,4,Education,4000,12.42,0,0.1,N,3,20-24
3913,23,42000,Rent,0,Venture,4000,10.59,0,0.1,N,2,20-24
3914,26,33000,Mortgage,1,Debtconsolidation,12000,10.91,1,0.36,Y,3,25-29
3915,21,36000,Rent,5,Homeimprovement,4000,12.99,1,0.11,N,4,20-24
3916,23,36000,Rent,7,Medical,4000,10.99,1,0.11,N,4,20-24
3917,23,39120,Own,4,Medical,7000,11.71,0,0.18,N,3,20-24
3918,22,39124,Own,6,Venture,5000,7.74,0,0.13,N,4,20-24
3919,25,33168,Mortgage,9,Personal,6000,15.96,1,0.18,N,4,25-29
3920,26,33192,Mortgage,4,Personal,3000,12.69,1,0.09,N,4,25-29
3921,26,36000,Rent,2,Personal,4000,14.54,1,0.11,N,2,25-29
3922,22,42000,Rent,4,Venture,4000,14.09,0,0.1,N,4,20-24
3923,22,42000,Rent,3,Medical,4000,8.88,0,0.1,N,4,20-24
3924,23,39216,Mortgage,5,Venture,10000,13.49,0,0.25,N,3,20-24
3925,23,42000,Rent,2,Venture,4000,5.79,0,0.1,N,4,20-24
3926,22,39300,Mortgage,6,Medical,7000,9.62,0,0.18,N,4,20-24
3927,22,39300,Mortgage,5,Education,5325,14.59,0,0.14,Y,3,20-24
3928,22,42000,Rent,0,Venture,4000,13.22,0,0.1,N,3,20-24
3929,25,42500,Rent,0,Medical,4000,12.99,0,0.09,N,3,25-29
3930,22,42996,Rent,3,Education,4000,10.99,0,0.09,N,4,20-24
3931,22,39396,Mortgage,1,Education,5000,6.62,0,0.13,N,4,20-24
3932,24,43000,Rent,8,Venture,4000,12.69,0,0.09,N,2,20-24
3933,24,39456,Own,8,Personal,1325,6.62,0,0.03,N,2,20-24
3934,23,39456,Own,7,Education,14000,7.29,0,0.35,N,3,20-24
3935,25,43000,Rent,9,Medical,4000,12.99,0,0.09,N,4,25-29
